date,news,close
2015-08-14,"Forex reserves down $113.5 million Govt unveils 7-point plan to revive PSBs; to inject ₹20,000 cr in a month Kerala Govt NBFC wants to go pan-India Digital technology takes SBI closer to small businesses, says MD Now, an account opening app from Federal Bank Federal Bank’s loan book is well-diversified, says MD Corporation Bank rolls out e-pledge finance scheme Centre makes top level appointments in PSBs Reliance Capital Q1 net higher at Rs 201 cr Oriental Bank cuts lending rate by 0.1%",184.399994
2015-08-17,"SBT launches mobile ATM New MD & CEO for IDBI Bank RBI cancels licences of 7 NBFCs Indradhanush will boost ‘efficiency of banks’ Corporate cards business logging double-digit growth, says Amex’s Saru Kaushal ‘Unfair, unjustified’ step: bank unions Now, a ‘super PoS’ device with multiple functions Why the decision to allow private sector honchos to head 2 PSBs is bold but risky Manappuram Finance Q1 net rises 34% at Rs 59 cr United Bank cuts interest rates on select maturities",212.800003
2015-08-18,"Merger of associate banks not a priority now, says SBI chief More domestic capital should flow into start-ups, says Jayant Sinha There’s huge unmet demand for affordable housing, says Muthoot’s Srivastava Jaitley rolls out mobile wallet ‘SBI Buddy’ Loan processing by banks getting faster by the day SBI launches mobile wallet in 13 languages We are moving towards softening interest rate environment: Kochhar ICICI Bank launches automated locker facility with high-end robotic technology Dumping duty imposed on ‘linen’ fabric from China, Hong Kong FM radio auction: bid price hits ₹1,116 crore",212.899994
2015-08-19,"All major bank unions to join September 2 strike Andhra Bank expanding branch network Payments bank: RBI offers ‘on tap’ licence hope for those who lost out Micro loans too are getting cheaper now ‘Will help economy move into cashless mode’ RBI gives licence for 11 payments banks Bank of Maharashtra plans to sell Rs 500-cr worth NPAs in Q2 ₹70,000-cr capitalisation plan for PSBs not good enough: S&P Private sector beats PSUs in hires IDFC pegs GDP growth at 7.7% in FY16",208.75
2015-08-20,"Vijaya Bank’s new non-exec chairman FinMin issues norms for appointment of MDs & CEOs in 17 public sector banks Govt launches education loan portals Ageas likely to hike stake in IDBI Federal Life, says CEO Payments banks: RBI Governor, SBI chief not on the same page Corporation Bank cuts base rate DCB Bank bets big on ‘Zippi’ online FD scheme Large urban co-op banks will do well to convert into commercial banks: RBI FinMin notifies second and fourth Saturday as public holiday for banks No incentives for banks to tackle NPAs: SBI chief",201.100006
2015-08-21,"RBI allows banks to recast crop loans Lending to SMEs hinges on good cash flow ‘Will pose challenges’ to commercial banks Govt trying to diminish the status of PSBs: unions DHFL Pramerica Life aiming at 50% growth in revenues this fiscal Will complement existing biz, says Cholamandalam Investment MD Expenses of insurance firms need to be capped: IRDAI chief SBI working on low-cost model to take on emerging competition Integral to Reliance Industries’ digital initiative: Mukesh Ambani IRDA proposes cap on insurance cos' expenses",199.649994
2015-08-24,"Call for separate brand for online, digital banking Address issue of retail NPAs too: BCG report ‘Private banks grow by cannibalising PSB projects’ State-run banks eye asset sale to ARCs ‘Centre must intervene to tackle banking attrition’ ‘Missing middle’: HR challenge plagues public sector banks SBI chief frets payments banks to push competition 50% of digital customers ready to shift to new banks ‘RBI is no cheerleader for economy’ Consumer goods and travel to cost more on weak rupee",182.600006
2015-08-25,"MetLife mulls raising stake in PNB joint venture Muthoot Microfin to raise ₹100 cr through PE Tokio Marine to hold 49% in JV NPCI working on faster mobile banking platform United Bank of India’s new ED We have right mix of medium-, long-term policies: Mundra Aug 4 review: Rajan held out against rate-cut call IDBI Bank not to sell bad loans to ARCs; cites low rates RBI to name 'systemically important' banks soon YES Bank set to re-appoint Rana Kapoor as MD",182.649994
2015-08-26,"Corp Bank scheme for sale of gold Mobile security firm Zumigo launches ‘Assure Radius’ to aid verification Beware of Ponzi schemes: Kirit to officials Federal Bank, Atul Auto clinch financing deal Andhra Bank launches Mudra Card ICICI Bank offers mortgage guarantee to home loan seekers date news1 news2 news3",177.199997
2015-08-27,"RBI doubles cash withdrawal limit at POS in Tier-III to VI centres Number of fakenotes on the rise Exim Bank looks to raise $2 billion this fiscal Technical issues hinder trial of plastic notes 5/25 refinance deals to be reviewed at random Guidelines soon for appointing chief customer service officers As inflation projection remains high, RBI may hold repo rate High prices are keeping genuine home buyers away Frontload disinvestment plans, govt told Issue of commercial papers increases 58% to ₹47,900 crore in FY15",187.800003
2015-08-28,"Corporation Bank lends a helping hand to farmers Four public sector banks slip to ‘average’ in compliance levels Payment systems will not be operated on second and fourth Saturdays, says RBI IDBI Bank to raise $7.5 bn via debt PSBs need govt support for viability of social schemes, says SBI chief Allahabad Bank approves capital infusion of Rs 283 cr IDFC Bank to go mostly rural in branch rollout United Bank targets cutting NPAs to 7.5-8% Indian steel cos unlikely to gain from Chinese production halt Let’s discuss GST amendments, Congress tells Centre",185.199997
2015-08-31,"National Insurance, Postal Dept tie up Sustainable Agro-commercial Fin Ltd looking to convert into small finance bank ‘Greater synergy needed among insurance distribution channels’ Maintaining additional capital not a tough task for the big daddy banks Time for home loans with rising interest rates RBI designates State Bank, ICICI as ‘too big to fail HDFC Bank slashes lending rate by 35 basis points; Canara Bank by 10 bps Govt to infuse Rs 947 cr in Canara Bank Coal, steel pull down core sector States to have greater role in land acquisition: Sitharaman",184.75
2015-09-01,Karnataka Bank eyeing ₹615-cr MUDRA loans Canara Bank non-executive chief RBI moots uniform methodology for calculating base rate HDFC Bank rate cut: why PSBs will find it tough to follow suit Info Edge gets RBI nod to up foreign holding China to tighten rules to curb currency speculation Corporation Bank logs big increase in ATM income ‘Rupee depreciation is a big worrying factor’ SBI to wait and watch on lending rate cut Corporation Bank to set up forex hub in Bengaluru,172.5
2015-09-02,"Edelweiss Tokio Life looking at 40-50% growth this fiscal No plan for ₹25 denomination notes ICICI Lombard, CSB in tie-up In rural India, HDFC Bank sees strong traction for auto loans UAE Exchange to lend against property BOI’s fraud risk management tool Rupee likely to strengthen in short term Six in race for the post of SBI MD; interview on Sept 16 At 59, LIC looks increasingly to IT for running its massive business Nationwide strike affects clearing business at banks",169.5
2015-09-03,"Top 10 cities could lose $180 billion of GDP in 10 years to disasters Fino PayTech to raise $60-80 m for rollout of payments bank service Act against firms not operating from registered address, RBI tells Govt Sinha confident RBI will consider deflation when deciding rates Is domestic power generation turning to be a case of oversupply? UAE reiterates commitment to invest more in India Apex court to decide Tata Sons plea against ₹300-cr sales tax demand India Inc wants single-window clearance for new projects Black money law: CBDT clarifies on declaration of foreign assets Coming, a mobile app to authenticate PDS beneficiaries",175.600006
2015-09-04,"For these Arunachal Pradeshis, the nearest bank is 80 km away Vijaya Bank cuts base rate by 15 bps to 9.85% Edelweiss signs up Saina Nehwal as brand ambassador Federal Bank takes digital route to promote account opening mobile app Analysing Raghuram Rajan’s two years in office Fire at RBI building in Mumbai date news1 news2 news3",174.25
2015-09-07,"Exide Life’s financial literacy drive RBI may cut policy rates by over 50 bps this fiscal: DBS report Germany’s HDI to hike stake in insurance JV with Magma to 49% No major credit offtake so far this fiscal: SBH MD DCB Bank looking to double biz in 3-4 years Gen-Next in hot pursuit of banking jobs Rupee must fall more to save exports, says SBI chief Android app for bank job seekers LIC Housing Finance to raise up to Rs 47,000 cr via NCD issue Doha Bank ties up with Anil Ambani’s Reliance Group",169.800003
2015-09-08,"In Kerala, falling rubber prices are hurting banks’ fortunes too Bad loans mainly due to diversion of funds, says EY report Banks must outsource due-diligence activities with care: EY report Indian Overseas Bank launches Rupay MUDRA Debit Card NPCI launches e-payments literacy campaign ICICI Lombard appoints Sanjeev Mantri as Executive Director date news1 news2 news3",177.699997
2015-09-09,"Banks indulging in ‘cartelisation of savings rate’ Federal Bank’s ‘4D’ growth model Soon, top public sector banks to have mobile app Chillr A new test awaits RBI job aspirants RBI to announce winners of small finance bank licence in the next few days: Mundra Lack of financial literacy affects customers Small finance banks: RBI to name successful applicants in a few days Fragile PSBs to merge with strong peers if worries persist: Jaitley Lalu will ‘sacrifice’ personal ambitions to keep BJP out E-auction for first batch of FM radio ends; covers 135 channels in 69 cities",180.600006
2015-09-10,"Why Repco Bank is unfazed by small branch network Andhra Bank’s Mudra loan plan RBI allows importers to raise trade credit in rupees Global developments no immediate cause for worry: RBI panel Digital payments are bringing a lot of efficiency into the system, says Worldline’s Chandnani Exim Bank moots a special purpose vehicle model for ship financing Anjuly Chib Duggal appointed Director on RBI's central board Restaurants seek clarity on service tax on home delivery orders Diesel price falls, but consumption remains flat Stressed steel-makers seek special package from Centre",178.949997
2015-09-11,"Rakesh Sharma is new MD & CEO of Canara Bank FedBook Selfie from Federal Bank RBI has moved to early detection of risks, supervisory interventions: ED 12 EDs to compete for top posts in 4 PSBs Insurers back to buying equities after 5 years Axis Bank goes ‘integrated’ with Lime Federal Bank’s account opening mobile app launched Corporation Bank to cut exposure in rural infra fund by ₹2,000 cr this fiscal Outsourced services provider for banking sector commences operations RBI official Gangadhar Darbha passes away",181.300003
2015-09-14,"Why a rate hike by the US Fed may not be a cause for worry Sahara NBFC’s registration cancelled It’s time for the US Federal Reserve to hike rate Corporation Bank to seek nod for LIC’s ₹143-crore capital infusion Indian bankers top Fortune’s most powerful women list Ranking of States: Whose report is it anyway? The tough part of reform is changing impaired institutions: Arun Maira CII’s scheme helps small units cut inventory costs Taking efforts to ensure fair, predictable tax regime: Jaitley Finance Ministry imposes 20% safeguard duty on steel imports",186.550003
2015-09-15,"To check bad loans, RBI for cap on lenders in a consortium Deutsche Bank to cut 23,000 jobs Credit Suisse to pay over $80 m Bad loan recoveries ‘good’: SBI Corporate agents can now sell policies of up to 3 insurers Kotak Life sees 25% growth in new business premium Hope to ‘move forward’ on IPO, says TMB chief ‘We have entered the corporate funding space with small-ticket advances’ Syndicate Bank to conduct due diligence on applicants seeking land at SIDCO YES Bank advance tax outgo up 30% in Q2",181.600006
2015-09-16,"Andhra Bank loan mela Magma Fincorp to rejig workforce RBI staff unions hope OROP will come their way, too SBT to beef up current and savings a/c deposits to over 40% Small bank licence will help us extend our services: Equitas Know the aspiring small finance bankers RBI gives ‘in-principle’ nod for 10 small banks Rupee to take cues from the US Fed move With new players in fray, private banks face talent poaching threat SBI Card to offer more credit card variants",182.550003
2015-09-18,"‘Quick fixes’ will not help: Rajan No ‘unfair competition’ from new banks Debt markets are eating your lunch, Rajan cautions banks Unique IDs will give the poor more access to credit: Rajan Fed status quo raises hopes of RBI rate cut Small bank Esaf Micro to provide ‘loans of higher value’ to poor Small fin bank licences to shake up microfinance landscape Bankruptcy code can help resolve NPAs, deepen corporate bond market: RBI Decline in bad loans has helped improve asset quality, says SBI Bandhan Bank adds 5 lakh customers",190.300003
2015-09-21,"L&T Finance sells 5.27% to Bain Capital for ₹708 crore IDFC Bank’s senior bonds get AAA rating Banks can buy up to 10% equity without prior RBI approval Dena Bank extends loan coverage UCO Bank launches Mudra Card RBI dispatches ₹1 notes to public sector banks Can RRBs stand up to their new rivals? Bank of Spain issues warning IDBI Bank eyes development finance space in Africa, Gulf Federal Reserve’s inaction is big news",192.100006
2015-09-22,"‘Even in tough times, we can grow at 14-15%’ Karnataka Bank Chairman to stay Federal Bank bets big on network expansion, localised services AP grameen bank opens special cell for retail, SME loans in Vizag IDBI Bank eyes development finance space in Africa, Gulf Banks can buy up to 10% equity without prior RBI approval Can RRBs stand up to their new rivals? IDFC Bank’s senior bonds get AAA rating Centre proposes to raise rehab aid for bonded labour RBI dispatches Rs. 1 notes to public sector banks",186.850006
2015-09-23,"Fed provides a breather to the rupee ‘Subordinate debt should be treated as Tier-2 capital’ ESAF Small Finance Bank targets ₹10,000 cr business in 5 years ARCs to play limited role in clearing banks’ bad loans ‘Missing out on small finance bank licence not a setback’ RBI Deputy Governor Mundra frowns at rising corporate debt RBI to make it easy for firms to borrow long-term funds Bestdealfinance.com raises $3 m RBI deputy governor Mundra frowns at rising corporate leverages Future Generali India appoints three women in top positions",188.25
2015-09-24,"More power to banks to change ownership of stressed firms Royal Sundaram sees opportunity in health, commercial insurance space Banks allowed to provide partial credit enhancement to infra bonds Economists divided on RBI rate cut demand IDFC Bank targets 10-15% year-on-year profit growth We’ll set a benchmark for service culture: IDFC Bank chief SBI to raise Rs 5,393 cr issuing pref shares to govt KVGB, New India tie up to offer health cover to Vikas Janashakti beneficiaries Work-life balance fading away, says Randstad survey ‘Govt, India Inc must work in tandem for the best outcomes’",186.399994
2015-09-28,"Corporation Bank okays preferential allotment of shares to govt, LIC PSBs to get more flexibility in recruitments Fiscal deficit can be capped at 3.9% this fiscal, says Finance Minister To speed up recoveries, DRTs to be revamped Will an RBI rate cut lower lending rates? Govt looking to cut stake in public sector banks to 52%, says Jaitley RBI needs to take a decisive, calculated leap of faith PNB shareholders approve equity issuance to Govt on preferential basis Pine Labs eyeing entry into South East Asian markets As pressure mounts, will Rajan oblige?",183.550003
2015-09-29,"The rate cut is going to give a big fillip to the housing industry, says Keki Mistry RBI to develop currency market Loans set to get cheaper, say bankers Firms can raise up to $750 m via rupee bonds Economists welcome cut, but cautious on outlook ‘I think most people expected a rate cut’ For easier transmission of policy rates In a boost to affordable housing, RBI to lower risk weights Foreign portfolio investor limits in G-Secs hiked How India stacks up against others in BRICS after rate cut",187.25
2015-09-30,"Bank officers threaten nation-wide strike SBT cuts base rate by 20 bps to 9.95% Rate cut: City Union Bank, TMB to take a call soon UBI raises ₹150 cr via Tier-I bonds Federal Bank’s ₹25-cr start-up fund CIBIL to help in claims settlement Corporation Bank on energy-saving drive Axis Bank cuts base rate by 35 bps Deposit insurance: RBI panel moots a rising premium structure for banks Naina Lal Kidwai pads up for social service stint",183.199997
2015-10-01,"‘We do not envisage picking up any more equity in Dabhol’ ICICI Bank, Kotak Bank, others cut base rates Do not dilute govt stake in IDBI Bank to below 51%, officers’ body petitions Jaitley 20 entities to get funding for promoting depositor awareness Neelesh Garg is Tata AIG chief Corporate governance norms for insurers to be issued this month: TS Vijayan SBT Mudra credit card for micro units Dena Bank reduces base rate by 0.30% to 9.70% Indian banks cushioned from rupee weakness: S&P Karnataka Bank cuts base rate by 25 bps",181.100006
2015-10-05,"RBI initiates corrective action on Indian Overseas Bank SBT to advance ₹1,000 cr to commercial segment in State SBT mulls ‘bank wapsi’ scheme More banks cut lending rate ‘We are the cheapest in the market at 9.55%’ Housing finance major HDFC cuts rate Union Bank buys KBC Asset’s 49% stake in joint venture More banks cut lending rate India’s electronic financial sector has rooms for competition Germany to provide €1 billion loans to solar power sector",186.399994
2015-10-06,"Bank of Baroda detects ₹350 cr bill discounting irregularity Banks gear up for long stretch of holidays RBI to tighten bill discounting norms ICICI Bank increases spreads on home loans RBI relaxes norms of FPI investment in govt debt HDFC mobilises Rs 10,400 cr; NCDs, warrants list at big premium State Bank of Hyderabad cuts base rate by 20 bps Banks hesitant to pass on rate cut benefit to customers: India Ratings India’s mortality protection gap at $92.2 per household: Study Bank of Maharashtra to raise Rs 394 cr via pref shares to Govt",184.350006
2015-10-07,"Need investment tip? go algo with robo-advisors Aspire Home loan portfolio set to double in 6 months Proposal for long-term health policies under study: IRDAI Centre’s delay in approving pension updation scheme irks RBI retirees YES Bank, MatchMove Pay tie up Rupee gathers momentum on weak economic data from US J&K Bank slashes base rate by 35 bps to 9.5% Feasibility of long-term health insurance being examined: IRDAI chief Six insurance cos keen to raise FDI cap to 49% IRDAI chairman stresses on insuring all assets",186.350006
2015-10-08,"Bandhan Bank to add 105 branches in next 5 months Forex: RBI eases hedging facilities DHFL loan scheme for festival season Dena Bank to raise ₹500 cr via Tier-I bonds Home loans: RBI encourages banks to seek more security K S M Lakshmi is new MD of AP Coop Bank ICICI Bank launches in-store mobile-based payments with ‘mVisa’ Rationalise taxes to boost exports, Commerce Ministry to FinMin Cadre revamp: I-T Dept employees go on a day’s strike Sushma heads to Maldives for joint commission meet",185.899994
2015-10-09,"Forex reserves rise to $350.80 b HDFC Bank’s cash-back scheme IndusInd Bank Q2 net rises 30% on higher income NBFC’s asset quality to stabilise over next 12 months: Moody’s Home loans: RBI encourages banks to seek more security Forex: RBI eases hedging facilities Dena Bank to raise Rs. 500 cr via Tier-I bonds Centre’s help vital for getting exports back on the growth path, says FIEO ESIC in total disarray, PAC tells govt What malls are doing to increase footfalls and rental yields",182.100006
2015-10-12,"LVB sanitation project SBI, BNP Paribas evaluating insurance JV To curb bad loans, RBI looking to revamp consortium lending ‘Strengthening existing financial players will be Mudra Bank’s focus’ Kotak Bank’s Bharat App in Tamil Volvo set to roll out financing arm What the FPI limit hike means to the Indian debt market Bandhan Bank’s deposit base surges to ₹1,500 crore in 45 days ICICI Bank launches online outward money transfer service Banks need Rs 5 lakh cr capital for Basel III norms: Assocham study",176.800003
2015-10-13,"Jan Dhan deposits cross ₹25,000 cr ‘There is scope for another 75 bps rate cut’ BoBcase: HDFC Bank official among four arrested by ED DCB Bank Q2 net dips 10% DCB Bank Q2 net profit down 10.1% ‘To appoint external accounting firm to review KYC norms’ Kotak Bank rolls out Bharat app in Kannada with no Internet Nippon Life buys 14% more in Rel Cap arm for ₹1,196 crore The Big Picture - SLR and CRR India, Germany trade doubles",176.0
2015-10-14,"HDFC Bank suspends official involved in Bank of Baroda scam 3 co-op banks to get fresh capital DCB Bank will cut base rate by 15 bps by month-end: MD NBFCs now depend less on banks for capital Star Health Insurance to offer packages for pain therapy SFIO likely to probe BoB scam Banks can slash lending rates further, says India Inc Ask Group plans to raise $1bn from overseas markets Sundaram Finance cuts deposit rates by 0.25% Funds mop-up: panel for Swachh Bharat bonds, cess",173.5
2015-10-15,"Insurers line up to give e-comm firms customised cover Abdul Kalam-City Union Bank Chair NRI deposits up 14% in first five months of this fiscal ‘Payments bank, a historic opportunity for India Post’ Lulu Exchange eyeing 25% growth RBI has done a fair job in cutting rates: Jaitley Lakshmi Vilas Bank Q2 net profit jumps 42% as bad loans fall Early detection of frauds saves banks’ reputation LIC Housing Finance Q2 net up 21% on healthy loan growth KVB net rises 57% in Q2",179.899994
2015-10-16,"CBI probing IDBI Bank complaint Axis Bank to extend full co-operation to ED over forex scam Following stock market thumbs down, DCB Bank trims expansion plans Federal Bank's missed call banking service Religare Health Insurance launches new product Central Bank of China awaits nod to set up branch in Mumbai date news1 news2 news3",177.699997
2015-10-19,"Mobile app: BoB, Chillr team up Pension system: India ranked last SKS Microfinance Q2 net up 37% Insurers oppose Bose panel suggestion to slash distributor commissions IDFC Bank sees stakeholders as potential customers Banking sector poised for good growth in rural areas: PM Public sector banks playing the game with hands tied Banks brace themselves for new competition FinMin to brainstorm with foreign portfolio investors S&P retains India’s rating at ‘BBB-’ with stable outlook",175.550003
2015-10-20,"Are you a CA? That’s no guarantee of an RBI job Insurers to re-work joint venture pacts to comply with new ‘control’ norms RBI invites applications for bill payment services ‘Inflow of NRI funds in the last couple of years has been excellent’ India Post shortlists 6 consultants for payments bank foray Dewan Housing Finance net rises 18% in Sept quarter Bajaj Finserv Q2 net up 40% To compete with payments banks, existing players are scaling up digital initiatives SBBJ Q2 net jumps 52% at Rs 180 cr Corp Bank opens forex hub",176.25
2015-10-21,"BoB incident a one-off, not a systemic failure, says Sinha Canfin Homes Q2 profit jumps 92% ‘RBI Governor went with majority opinion on rate cut’ HDFC Bank steps up hiring by 4,000as competition grows ‘Payments bank licence will be a huge enabler’ ‘Our numbers would be among the best in the industry’ HDFC Bank Q2 profit up 20% on interest income, loan growth Indiabulls Housing Fin net rises 24% in second quarter Federal Bank plunges on weak Q2, higher bad loans $13.5 trillion required to meet global climate pledges, says IEA",174.75
2015-10-23,There is room for further cuts by the RBI: Adrian Mowat Aggressive bidding for 40-year G-Secs LIC’s individual premium income drops 10% in H1 Sundaram BNP cuts deposit rate Poor will get quality financial services ‘Change in the banking system is now in the hands of customers’ BoB case: court sends 4 accused to two-week judicial custody Hudco cuts interest rates RBI setting up IT subsidiary: Rajan Payments banks to aid banking reach in rural areas: World Bank,173.100006
2015-10-26,"Bad loans: Rajan to brief PAC on Nov 6 Mobile payment services of telcos yet to catch on Housing finance firms see little scope for further reduction in interest rates Manappuram Fin launches online gold loan facility State Bank of Mysore second quarter profit increases 29.5% REC tax-free bonds: right for higher tax bracket investors HDFC: Dividend income too boosts earnings Indiabulls offers special loan rates HDFC net rises 18% in Q2 on healthy loan growth Nippon set to buy 23% more stake in Reliance Life for Rs 2,500 cr",172.050003
2015-10-27,"YES Bank’s first IFSC banking unit at GIFT starts operations Karur Vysya Bank bags awards LIC loan for Railway projects SBI digital branch in Hyderabad Axis Bank: Yet another steady performance Corp bonds: RBI may relax norm for foreign investors Prudential Financial ""fairly close"" to raising stake in DHFL Pramerica Life Insurance BoB forex scam: RBI may look at invoking inter-regulatory provisions Axis Bank profit jumps 19% in second quarter Exim Bank to set up venture in Africa for infra projects",168.350006
2015-10-28,"Top priority for GST, bankruptcy Bills: Sinha Sundaram BNP profit up 27% ‘RBI must tweak norms for partial credit enhancement to corporate bonds’ The govt has become our competitor: MasterCard US Fed action to dictate the rupee’s move Syndicate Bank Q2 profit up 5%; net NPA rises Mobile tech to drive payments bank model Oriental Bank mops up ₹1,000-crore capital Demand for bank loans remains muted State Bank of Hyderabad Q2 net up 21% at Rs 375 cr",164.050003
2015-10-29,Jan Dhan A/Cs gain currency with 20 lakh daily transactions Pru Financial close to raising stake in DHFL Pramerica Life City Union Bank profit increases 15% YES Bank: A boost from loan growth City Union Bank net up at Rs 108 cr on low cost deposits IFCI net up 5% in Q2 YES Bank Q2 net rises 27% on higher interest income Project to rejuvenate water table in Kolar Govt’s public debt management agency still a work-in-progress Crude cess: Finance Ministry unlikely to lower rates,162.449997
2015-10-30,"Two co-op urban banks fined Survey to rank cities on sanitation ‘We are going to do more of what we are doing right now’ Kotak: healthy earnings, stable loan book ICICI Bank: Asset quality overhang a worry Maggi effect: F&B firms line up for ‘contamination’ cover Final norms for foreign reinsurers to open branch offices in India Banks allowed to undertake short sale in bond market Axis Bank raises Rs 3,000 cr via bonds on pvt placement basis RBI penalises Chaitanya Co-op Urban Bank",160.199997
2015-11-02,Why Moody’s is cautiously upbeat about the banking sector Capital First profit rises 52% Indian Bank net rises 17% in second quarter Reliance Capital net spurts to Rs 250 cr BFSI sector to spend Rs 50-K cr on IT in ’15: Gartner Indian Bank net rises 17.5% to Rs 369 cr Lakshmi Vilas Bank cuts base rate by 25 bps HSBC pre-tax profit rises 32% to $6.1 bn Oriental Bank Q2 net up 3.4% Moody’s raises outlook of Indian banks to stable,161.850006
2015-11-03,"The secret of RCap’s fiscal health Deepak Singhal is new RBI ED Lakshmi Vilas Bank rolls out co-branded credit card, health insurance products Banks’ stressed assets likely to improve only marginally: Fitch Value of banking transactions via mobiles jumps 90% in January-July Global re-insurers gearing up to open branch offices in India Kerala Gramin Bank branch forced to shut down over arrest of defaulting borrower Four public sector banks get CEOs StanChart posts $139 m loss in Q3; to axe 15,000 jobs CBDT clarifies on interest earned by banks on investments in non-SLR securities",161.949997
2015-11-04,RBI issues operational guidelines for Sovereign Gold Bonds IDBI Bank: ‘No communication from govt on stake dilution’ Life insurers want PoS staff to be allowed to sell standardised products ‘Realisation is setting in — Modi can’t pull miracles’ Ahmedabad-based company faces CBI probe for cheating SBI Bank of Maharashtra Q2 net plunges to Rs 72 cr Magma Fincorp net higher at Rs 47.43 cr Canara Bank net down 16% Reliance Capital slashes lending rates by 25 bps IDBI Bank Q2 net flat as bad loans rise,163.449997
2015-11-05,"Some Basel III proposals can hinder growth: banking body RBI slaps ₹1 crore penalty on Dhanlaxmi Bank Soon, ICICI Bank loans will be an app away New banks to drive growth in distribution segment: Report ICICI, Yes Bank to offer gold monetisation scheme Govt, RBI agree on monetary policy panel structure RBI imposes Rs 1-cr penalty on Dhanlaxmi Bank for violation of norms Bring more people under social security net: US to India India better placed among emerging economies in facing external vulnerabilities: FSDC Online hiring up 60% in October: Monster survey",159.399994
2015-11-06,"Bank of Baroda Q2 profit tumbles as provisions spike ‘With legacy portfolio out, coming quarters to be profitable’ SBI scores over PNB and BoB on asset quality front NPAs: RBI chief hopes banks will be prudent BoB to set up centralised transaction monitoring unit to curb frauds Vijaya Bank net slumps 20% on higher provisioning for NPAs Star Health hopes to post maiden profits this fiscal Vijaya Bank opens Retail Assets Processing Centre at Ahmedabad PNB to focus on retail banking in a big way, says CEO Continuous credit check vital for portfolio of healthy advances",167.050003
2015-11-09,"Bond yields, call rates rise Suryoday Micro Finance to convert into small finance bank by August next Bank of India posts ₹1,126-cr loss in Q2 Govt to fill top posts at IRDAI, public sector insurance firms General insurance claims likely to get settled faster Paytm’s arm to recruit over 3,000 staff Govt to revise small savings rate by month end Allahabad Bank Q2 net up at Rs 177 cr Perils of being a hegemon Andhra Bank seeks to sell $209 mn worth bad loans to ARCs",171.449997
2015-11-10,"Raghuram Rajan appointed as vice chairman of BIS Govt allows fungibility of foreign investment in private banks Now, settle insurance claims on your own via Bajaj Allianz app Suryoday Micro Finance to convert into small finance bank by August next Srei Equipment Finance may raise funds abroad Govt sets 5-day timeline for 80% service tax refund Govt eases norms for foreign investment in regional airlines There will not be expenditure cut this year: Jaitley Higher FDI caps in broadcasting sector to bring in much-needed investments India wants for transparency in oil market: Oil Minister",172.949997
2015-11-13,‘Other income’ saves the day for banks in these tough times Reinsurer Lloyd’s gets nod to set up branch office IRDA forms panel for transparency in motor insurance Muthoot Capital net profit up 15% Gulf remittances have not slowed despite slump in oil prices: UAE Exchange’s Manghat Dubai court awards 3-year jail term to Atlas Jewellery chief RBI staff to go on mass causal leave on Nov 19 Bank funding of start-ups should pick up: SBT chief Thermal power generation firing up to meet winter demand Govt plans to phase out long-term tax holidays to plug revenue loss,174.199997
2015-11-16,"Bajaj Fin seeks PPI licence Canara Bank to launch loan product for start-ups We’ve created a new framework to tackle the trust deficit: Razdan Overdraft under Jan Dhan scheme nears ₹120-cr mark ECBs: Govt may allow cos to tap more lenders SBI to hire 7,000; to launch e-wallet for basic phone in 13 languages ICICI Bank okays 6% stake sale in life insurance arm Karnataka Bank eyes 5 lakh CASA accounts ‘Plants with 65% PLF are attractive’ Economy hit by more bad news",176.449997
2015-11-17,"‘The IMF’s special drawing rights should go digital’ UBS arm to buy Santander’s unit in Italy Credit Suisse’s Thiam to face feisty retail investors India Inc Oct overseas investment falls to $2.3 b As digital banking grows, branches get smaller Zarin Daruwala appointed CEO of StanChart Bank, India Bharti AXA Life launches single premium traditional plan ‘Market failures common; firms should start afresh’ Bankruptcy tribunal ‘should be in place by December’ PSU rejig board wound up",173.25
2015-11-18,"Finance Ministry asks IRDA to reconsider order directing SBI Life to pay ₹84.31 crore  17,000 RBI staff to go on mass leave today Max Bupa appoints Ashish Mehrotra as MD & CEO Bajaj Allianz Life launches special revival campaign United India net profit slips to Rs 356.21 cr in H1 TN floods: United India receives claims totalling Rs 110 cr Future Generali ties up with personal finance platform BigDecisions Uniform marketing margin for gas suppliers Cabinet approves modification to bilateral assistance guidelines Cabinet okays uniform marketing margin for domestic gas supply to urea, LPG producers",168.350006
2015-11-19,Modi to raise banking cooperation issue with Singapore Prime Minister RBI allows banks to fix value for factoring business New priority sector lending target RBI nod must for investors picking up more than 5% stake in a private bank RRBs can provide Internet facility LIC eyes 13% growth in new business premium collections RBI clarifies capital adequacy norm under new pvt bank licence Peerless expects new fund offers to mop up Rs 60 cr Future Generali launches new customer portal Banking services partially hit as RBI staff go on protest leave,168.100006
2015-11-20,"Forex reserves up $781 million SBT files winding up petition against Monnet Ispat Financial inclusion doesn’t make business sense for banks: Kidwai Chennai floods: insurers may face claims of ₹500 crore Kotak Mahindra General Insurance receives IRDAI approval to commence business Trade union opposes disinvestment move in Cochin Shipyard Sitharaman expects up to 7.8% growth this fiscal Falling investments hurting economy: Rajan Wage bill may delay India’s rating upgrade, says S&P Can govt balance wage rise with infra spending?",171.899994
